Item Name,Drops,Rarity,Ducats
Dual Kamas Prime Blueprint,Lith K4 Relic,Bronze,15
Dual Kamas Prime Blueprint,Lith L3 Relic,Bronze,15
Dual Kamas Prime Blueprint,Lith S6 Relic,Bronze,15
Dual Kamas Prime Blueprint,Neo T1 Relic,Bronze,15
Dual Kamas Prime Blueprint,Neo V1 Relic,Bronze,15
Dual Kamas Prime Handle,Axi A1 Relic,Silver,45
Dual Kamas Prime Handle,Meso F1 Relic,Silver,45
Dual Kamas Prime Handle,Meso N1 Relic,Silver,45
Dual Kamas Prime Handle,Neo D4 Relic,Silver,45
Dual Kamas Prime Handle,Neo N12 Relic,Silver,45
Dual Keres Prime Blade,Axi G8 Relic,Bronze,15
Dual Keres Prime Blade,Axi G9 Relic,Bronze,15
Dual Keres Prime Blade,Lith G9 Relic,Bronze,15
Dual Keres Prime Blade,Lith W3 Relic,Bronze,15
Dual Keres Prime Blade,Meso M4 Relic,Bronze,15
Dual Keres Prime Blade,Neo N22 Relic,Bronze,15
Dual Keres Prime Blueprint,Axi D5 Relic,Gold,100
Dual Keres Prime Blueprint,Meso D7 Relic,Gold,100
Dual Keres Prime Blueprint,Neo D5 Relic,Gold,100
Dual Keres Prime Blueprint,Neo D7 Relic,Gold,100
Dual Keres Prime Blueprint,Neo D8 Relic,Gold,100
Dual Keres Prime Handle,Lith T10 Relic,Silver,45
Dual Keres Prime Handle,Meso P11 Relic,Silver,45
Dual Keres Prime Handle,Meso V7 Relic,Silver,45
Dual Keres Prime Handle,Neo W1 Relic,Silver,45
Ember Prime Blueprint,Axi E1 Relic,Gold,100
Ember Prime Blueprint,Lith E1 Relic,Gold,100
Ember Prime Blueprint,Meso E1 Relic,Gold,100
Ember Prime Blueprint,Neo E1 Relic,Gold,100
Ember Prime Chassis Blueprint,Meso B10 Relic,Bronze,15
Ember Prime Chassis Blueprint,Meso F2 Relic,Bronze,15
Ember Prime Chassis Blueprint,Neo F1 Relic,Bronze,15
Ember Prime Neuroptics Blueprint,Meso F3 Relic,Bronze,15
Ember Prime Neuroptics Blueprint,Meso S14 Relic,Silver,45
Ember Prime Neuroptics Blueprint,Neo S5 Relic,Bronze,15
Ember Prime Systems Blueprint,Axi R4 Relic,Silver,45
Ember Prime Systems Blueprint,Axi S2 Relic,Silver,45
Ember Prime Systems Blueprint,Lith G1 Relic,Silver,45
Epitaph Prime Barrel,Lith W4 Relic,Silver,45
Epitaph Prime Blueprint,Axi O6 Relic,Bronze,15
Epitaph Prime Receiver,Neo E4 Relic,Gold,100
Equinox Prime Blueprint,Axi K5 Relic,Silver,45
Equinox Prime Blueprint,Axi T3 Relic,Silver,45
Equinox Prime Blueprint,Axi T4 Relic,Silver,45
Equinox Prime Blueprint,Lith P4 Relic,Silver,45
Equinox Prime Blueprint,Lith S13 Relic,Silver,45
Equinox Prime Blueprint,Meso A2 Relic,Silver,45
Equinox Prime Chassis Blueprint,Axi A8 Relic,Bronze,15
Equinox Prime Chassis Blueprint,Axi P1 Relic,Bronze,15
Equinox Prime Chassis Blueprint,Lith C6 Relic,Bronze,15
Equinox Prime Chassis Blueprint,Lith D2 Relic,Bronze,15
Equinox Prime Chassis Blueprint,Lith L2 Relic,Bronze,15
Equinox Prime Chassis Blueprint,Lith M4 Relic,Bronze,15
Equinox Prime Chassis Blueprint,Meso G2 Relic,Bronze,15
Equinox Prime Chassis Blueprint,Neo Z9 Relic,Bronze,15
Equinox Prime Neuroptics Blueprint,Axi T9 Relic,Silver,45
Equinox Prime Neuroptics Blueprint,Lith L1 Relic,Silver,45
Equinox Prime Neuroptics Blueprint,Meso M3 Relic,Silver,45
Equinox Prime Neuroptics Blueprint,Neo A3 Relic,Silver,45
Equinox Prime Neuroptics Blueprint,Neo D2 Relic,Silver,45
Equinox Prime Systems Blueprint,Meso E2 Relic,Gold,100
Equinox Prime Systems Blueprint,Meso E3 Relic,Gold,100
Equinox Prime Systems Blueprint,Meso E4 Relic,Gold,100
Equinox Prime Systems Blueprint,Neo E2 Relic,Gold,100
Equinox Prime Systems Blueprint,Neo E3 Relic,Gold,100
Euphona Prime Barrel,Lith M7 Relic,Silver,45
Euphona Prime Barrel,Meso N3 Relic,Silver,45
Euphona Prime Barrel,Meso V5 Relic,Silver,45
Euphona Prime Barrel,Neo M1 Relic,Silver,45
Euphona Prime Blueprint,Axi B1 Relic,Bronze,15
Euphona Prime Blueprint,Axi H5 Relic,Bronze,15
Euphona Prime Blueprint,Axi N5 Relic,Bronze,15
Euphona Prime Blueprint,Axi O1 Relic,Bronze,15
Euphona Prime Blueprint,Neo B6 Relic,Bronze,15
Euphona Prime Blueprint,Neo H2 Relic,Bronze,15
Euphona Prime Blueprint,Neo K1 Relic,Bronze,15
Euphona Prime Blueprint,Neo L1 Relic,Bronze,15
Euphona Prime Blueprint,Neo N7 Relic,Bronze,15
Euphona Prime Receiver,Axi E2 Relic,Gold,100
Euphona Prime Receiver,Meso E5 Relic,Gold,100
Fang Prime Blade,Axi B1 Relic,Bronze,15
Fang Prime Blade,Axi B2 Relic,Bronze,15
Fang Prime Blade,Axi L6 Relic,Bronze,15
Fang Prime Blade,Axi M3 Relic,Bronze,15
Fang Prime Blade,Axi N1 Relic,Bronze,15
Fang Prime Blade,Axi O2 Relic,Bronze,15
Fang Prime Blade,Axi P7 Relic,Bronze,15
Fang Prime Blade,Axi R3 Relic,Bronze,15
Fang Prime Blade,Axi T9 Relic,Bronze,15
Fang Prime Blade,Lith C1 Relic,Bronze,15
Fang Prime Blade,Lith C6 Relic,Bronze,15
Fang Prime Blade,Lith D5 Relic,Bronze,15
Fang Prime Blade,Lith F1 Relic,Bronze,15
Fang Prime Blade,Lith H10 Relic,Bronze,15
Fang Prime Blade,Lith I1 Relic,Bronze,15
Fang Prime Blade,Lith K10 Relic,Bronze,15
Fang Prime Blade,Lith N1 Relic,Bronze,15
Fang Prime Blade,Lith N6 Relic,Bronze,15
Fang Prime Blade,Lith P1 Relic,Bronze,15
Fang Prime Blade,Lith S11 Relic,Bronze,15
Fang Prime Blade,Lith S5 Relic,Bronze,15
Fang Prime Blade,Lith S6 Relic,Bronze,15
Fang Prime Blade,Lith T11 Relic,Bronze,15
Fang Prime Blade,Lith V10 Relic,Bronze,15
Fang Prime Blade,Meso A7 Relic,Bronze,15
Fang Prime Blade,Meso M2 Relic,Bronze,15
Fang Prime Blade,Meso V8 Relic,Bronze,15
Fang Prime Blade,Meso Z5 Relic,Bronze,15
Fang Prime Blade,Neo F3 Relic,Bronze,15
Fang Prime Blade,Neo G3 Relic,Bronze,15
Fang Prime Blade,Neo G4 Relic,Bronze,15
Fang Prime Blade,Neo I1 Relic,Bronze,15
Fang Prime Blade,Neo K5 Relic,Bronze,15
Fang Prime Blade,Neo N20 Relic,Bronze,15
Fang Prime Blade,Neo N23 Relic,Bronze,15
Fang Prime Blade,Neo S11 Relic,Bronze,15
Fang Prime Blade,Neo S12 Relic,Bronze,15
Fang Prime Blade,Neo S7 Relic,Bronze,15
Fang Prime Blueprint,Axi A11 Relic,Bronze,15
Fang Prime Blueprint,Axi G4 Relic,Bronze,15
Fang Prime Blueprint,Axi K11 Relic,Bronze,15
Fang Prime Blueprint,Axi L5 Relic,Bronze,15
Fang Prime Blueprint,Lith B6 Relic,Bronze,15
Fang Prime Blueprint,Lith G4 Relic,Bronze,15
Fang Prime Blueprint,Lith G8 Relic,Bronze,15
Fang Prime Blueprint,Lith G9 Relic,Bronze,15
Fang Prime Blueprint,Lith H5 Relic,Bronze,15
Fang Prime Blueprint,Lith K1 Relic,Bronze,15
Fang Prime Blueprint,Lith N11 Relic,Bronze,15
Fang Prime Blueprint,Lith N13 Relic,Bronze,15
Fang Prime Blueprint,Lith N15 Relic,Bronze,15
Fang Prime Blueprint,Lith O3 Relic,Silver,45
Fang Prime Blueprint,Lith R5 Relic,Bronze,15
Fang Prime Blueprint,Lith T9 Relic,Bronze,15
Fang Prime Blueprint,Lith V2 Relic,Bronze,15
Fang Prime Blueprint,Meso B7 Relic,Bronze,15
Fang Prime Blueprint,Meso C10 Relic,Silver,45
Fang Prime Blueprint,Meso K5 Relic,Bronze,15
Fang Prime Blueprint,Meso N1 Relic,Bronze,15
Fang Prime Blueprint,Meso O4 Relic,Bronze,15
Fang Prime Blueprint,Meso P8 Relic,Bronze,15
Fang Prime Blueprint,Meso R2 Relic,Bronze,15
Fang Prime Blueprint,Meso S4 Relic,Bronze,15
Fang Prime Blueprint,Meso T1 Relic,Bronze,15
Fang Prime Blueprint,Meso T6 Relic,Bronze,15
Fang Prime Blueprint,Meso V9 Relic,Bronze,15
Fang Prime Blueprint,Meso Z1 Relic,Bronze,15
Fang Prime Blueprint,Neo A10 Relic,Bronze,15
Fang Prime Blueprint,Neo A9 Relic,Bronze,15
Fang Prime Blueprint,Neo B2 Relic,Bronze,15
Fang Prime Blueprint,Neo G5 Relic,Silver,45
Fang Prime Blueprint,Neo H2 Relic,Bronze,15
Fang Prime Blueprint,Neo N2 Relic,Bronze,15
Fang Prime Blueprint,Neo T2 Relic,Bronze,15
Fang Prime Handle,Axi A16 Relic,Bronze,15
Fang Prime Handle,Axi A4 Relic,Silver,45
Fang Prime Handle,Axi B8 Relic,Silver,45
Fang Prime Handle,Axi H2 Relic,Bronze,15
Fang Prime Handle,Axi I3 Relic,Silver,45
Fang Prime Handle,Axi L3 Relic,Bronze,15
Fang Prime Handle,Axi O5 Relic,Silver,45
Fang Prime Handle,Axi P4 Relic,Bronze,15
Fang Prime Handle,Axi S11 Relic,Bronze,15
Fang Prime Handle,Axi V6 Relic,Silver,45
Fang Prime Handle,Lith A5 Relic,Silver,45
Fang Prime Handle,Lith D2 Relic,Silver,45
Fang Prime Handle,Lith F2 Relic,Silver,45
Fang Prime Handle,Lith G11 Relic,Silver,45
Fang Prime Handle,Lith G7 Relic,Silver,45
Fang Prime Handle,Lith R3 Relic,Silver,45
Fang Prime Handle,Lith W1 Relic,Silver,45
Fang Prime Handle,Lith W2 Relic,Silver,45
Fang Prime Handle,Lith Z1 Relic,Bronze,15
Fang Prime Handle,Meso D3 Relic,Bronze,15
Fang Prime Handle,Meso H5 Relic,Bronze,15
Fang Prime Handle,Meso M4 Relic,Silver,45
Fang Prime Handle,Meso N1 Relic,Bronze,15
Fang Prime Handle,Meso N16 Relic,Silver,45
Fang Prime Handle,Meso N2 Relic,Bronze,15
Fang Prime Handle,Meso S4 Relic,Silver,45
Fang Prime Handle,Meso V7 Relic,Silver,45
Fang Prime Handle,Meso W1 Relic,Silver,45
Fang Prime Handle,Meso W2 Relic,Silver,45
Fang Prime Handle,Neo E4 Relic,Silver,45
Fang Prime Handle,Neo H3 Relic,Bronze,15
Fang Prime Handle,Neo K6 Relic,Bronze,15
Fang Prime Handle,Neo N3 Relic,Silver,45
Fang Prime Handle,Neo R5 Relic,Silver,45
Fang Prime Handle,Neo S14 Relic,Silver,45
Fang Prime Handle,Neo V2 Relic,Bronze,15
Fragor Prime Blueprint,Axi A7 Relic,Silver,45
Fragor Prime Blueprint,Axi F1 Relic,Gold,100
Fragor Prime Blueprint,Lith F1 Relic,Gold,100
Fragor Prime Blueprint,Meso F1 Relic,Gold,100
Fragor Prime Blueprint,Meso H1 Relic,Silver,45
Fragor Prime Blueprint,Neo S8 Relic,Silver,45
Fragor Prime Handle,Axi C2 Relic,Silver,45
Fragor Prime Handle,Axi N4 Relic,Silver,45
Fragor Prime Handle,Lith V1 Relic,Gold,100
Fragor Prime Handle,Lith V8 Relic,Silver,45
Fragor Prime Handle,Neo D6 Relic,Silver,45
Fragor Prime Handle,Neo T1 Relic,Silver,45
Fragor Prime Handle,Neo V6 Relic,Silver,45
Fragor Prime Head,Axi A1 Relic,Bronze,15
Fragor Prime Head,Axi B2 Relic,Bronze,15
Fragor Prime Head,Axi H1 Relic,Bronze,15
Fragor Prime Head,Lith V7 Relic,Bronze,15
Fragor Prime Head,Meso V8 Relic,Bronze,15
Fragor Prime Head,Neo H1 Relic,Bronze,15
Frost Prime Blueprint,Meso F2 Relic,Gold,100
Frost Prime Blueprint,Meso F3 Relic,Gold,100
Frost Prime Blueprint,Meso F4 Relic,Gold,100
Frost Prime Blueprint,Neo F1 Relic,Gold,100
Frost Prime Chassis Blueprint,Lith G1 Relic,Bronze,15
Frost Prime Chassis Blueprint,Meso E1 Relic,Bronze,15
Frost Prime Chassis Blueprint,Neo B8 Relic,Bronze,15
Frost Prime Neuroptics Blueprint,Axi D4 Relic,Bronze,15
Frost Prime Neuroptics Blueprint,Axi E1 Relic,Bronze,15
Frost Prime Neuroptics Blueprint,Neo E1 Relic,Bronze,15
Frost Prime Systems Blueprint,Lith G2 Relic,Silver,45
Frost Prime Systems Blueprint,Lith M8 Relic,Silver,45
Frost Prime Systems Blueprint,Neo S5 Relic,Silver,45
Fulmin Prime Barrel,Lith G10 Relic,Bronze,15
Fulmin Prime Barrel,Meso P13 Relic,Bronze,15
Fulmin Prime Barrel,Meso V9 Relic,Bronze,15
Fulmin Prime Barrel,Neo G7 Relic,Bronze,15
Fulmin Prime Barrel,Neo K7 Relic,Bronze,15
Fulmin Prime Blueprint,Lith H9 Relic,Silver,45
Fulmin Prime Blueprint,Meso A5 Relic,Silver,45
Fulmin Prime Blueprint,Meso H7 Relic,Silver,45
Fulmin Prime Blueprint,Neo O2 Relic,Silver,45
Fulmin Prime Receiver,Axi F2 Relic,Gold,100
Fulmin Prime Receiver,Meso F5 Relic,Gold,100
Fulmin Prime Receiver,Neo F2 Relic,Gold,100
Fulmin Prime Receiver,Neo F3 Relic,Gold,100
Fulmin Prime Stock,Axi H7 Relic,Silver,45
Fulmin Prime Stock,Lith C11 Relic,Silver,45
Fulmin Prime Stock,Lith C12 Relic,Silver,45
Fulmin Prime Stock,Lith G8 Relic,Silver,45
Galatine Prime Blade,Axi N4 Relic,Bronze,15
Galatine Prime Blade,Axi O2 Relic,Bronze,15
Galatine Prime Blade,Axi T11 Relic,Bronze,15
Galatine Prime Blade,Lith S7 Relic,Bronze,15
Galatine Prime Blade,Lith T3 Relic,Bronze,15
Galatine Prime Blade,Meso C2 Relic,Bronze,15
Galatine Prime Blade,Meso S2 Relic,Bronze,15
Galatine Prime Blade,Meso S4 Relic,Bronze,15
Galatine Prime Blade,Meso S6 Relic,Bronze,15
Galatine Prime Blade,Neo N6 Relic,Bronze,15
Galatine Prime Blade,Neo V2 Relic,Bronze,15
Galatine Prime Blade,Neo V3 Relic,Bronze,15
Galatine Prime Blueprint,Axi G1 Relic,Gold,100
Galatine Prime Blueprint,Meso G1 Relic,Gold,100
Galatine Prime Blueprint,Neo G3 Relic,Gold,100
Galatine Prime Blueprint,Neo G5 Relic,Gold,100
Galatine Prime Handle,Axi K2 Relic,Silver,45
Galatine Prime Handle,Axi O1 Relic,Silver,45
Galatine Prime Handle,Axi V6 Relic,Silver,45
Galatine Prime Handle,Lith H10 Relic,Silver,45
Galatine Prime Handle,Lith S5 Relic,Silver,45
Galatine Prime Handle,Meso O4 Relic,Silver,45
Galatine Prime Handle,Neo V2 Relic,Silver,45
Galatine Prime Handle,Neo Z1 Relic,Silver,45
Gara Prime Blueprint,Axi G6 Relic,Gold,100
Gara Prime Blueprint,Axi G9 Relic,Gold,100
Gara Prime Blueprint,Lith G11 Relic,Gold,100
Gara Prime Blueprint,Meso G3 Relic,Gold,100
Gara Prime Blueprint,Neo G4 Relic,Gold,100
Gara Prime Chassis Blueprint,Axi G8 Relic,Silver,45
Gara Prime Chassis Blueprint,Axi I2 Relic,Silver,45
Gara Prime Chassis Blueprint,Axi K7 Relic,Silver,45
Gara Prime Chassis Blueprint,Axi S9 Relic,Silver,45
Gara Prime Chassis Blueprint,Lith K6 Relic,Silver,45
Gara Prime Chassis Blueprint,Meso A4 Relic,Silver,45
Gara Prime Chassis Blueprint,Neo P5 Relic,Silver,45
Gara Prime Neuroptics Blueprint,Axi S14 Relic,Silver,45
Gara Prime Neuroptics Blueprint,Lith S12 Relic,Silver,45
Gara Prime Neuroptics Blueprint,Meso C10 Relic,Silver,45
Gara Prime Neuroptics Blueprint,Meso O5 Relic,Silver,45
Gara Prime Neuroptics Blueprint,Meso P5 Relic,Silver,45
Gara Prime Neuroptics Blueprint,Neo N18 Relic,Silver,45
Gara Prime Systems Blueprint,Axi C8 Relic,Bronze,15
Gara Prime Systems Blueprint,Axi G7 Relic,Bronze,15
Gara Prime Systems Blueprint,Lith P6 Relic,Bronze,15
Gara Prime Systems Blueprint,Lith T7 Relic,Bronze,15
Gara Prime Systems Blueprint,Lith T8 Relic,Bronze,15
Gara Prime Systems Blueprint,Meso K5 Relic,Bronze,15
Gara Prime Systems Blueprint,Neo A5 Relic,Bronze,15
Gara Prime Systems Blueprint,Neo N21 Relic,Bronze,15
Garuda Prime Blueprint,Axi H6 Relic,Bronze,15
Garuda Prime Blueprint,Lith C10 Relic,Bronze,15
Garuda Prime Blueprint,Lith H9 Relic,Bronze,15
Garuda Prime Blueprint,Meso K4 Relic,Bronze,15
Garuda Prime Blueprint,Meso P14 Relic,Bronze,15
Garuda Prime Blueprint,Meso P8 Relic,Bronze,15
Garuda Prime Blueprint,Meso S12 Relic,Bronze,15
Garuda Prime Blueprint,Neo A8 Relic,Bronze,15
Garuda Prime Blueprint,Neo N20 Relic,Bronze,15
Garuda Prime Chassis Blueprint,Axi B6 Relic,Silver,45
Garuda Prime Chassis Blueprint,Axi G9 Relic,Silver,45
Garuda Prime Chassis Blueprint,Lith R4 Relic,Silver,45
Garuda Prime Chassis Blueprint,Meso N13 Relic,Silver,45
Garuda Prime Chassis Blueprint,Meso P13 Relic,Silver,45
Garuda Prime Chassis Blueprint,Meso P7 Relic,Silver,45
Garuda Prime Chassis Blueprint,Neo N22 Relic,Silver,45
Garuda Prime Chassis Blueprint,Neo S15 Relic,Silver,45
Garuda Prime Neuroptics Blueprint,Axi G12 Relic,Gold,100
Garuda Prime Neuroptics Blueprint,Lith G5 Relic,Gold,100
Garuda Prime Neuroptics Blueprint,Lith G6 Relic,Gold,100
Garuda Prime Systems Blueprint,Axi G10 Relic,Gold,100
Garuda Prime Systems Blueprint,Axi G7 Relic,Gold,100
Garuda Prime Systems Blueprint,Axi G8 Relic,Gold,100
Gauss Prime Blueprint,Axi B7 Relic,Silver,45
Gauss Prime Blueprint,Neo M5 Relic,Silver,45
Gauss Prime Chassis Blueprint,Neo O2 Relic,Bronze,15
Gauss Prime Chassis Blueprint,Neo P7 Relic,Bronze,15
Gauss Prime Chassis Blueprint,Neo W1 Relic,Bronze,15
Gauss Prime Neuroptics Blueprint,Meso H5 Relic,Silver,45
Gauss Prime Neuroptics Blueprint,Neo E4 Relic,Silver,45
Gauss Prime Systems Blueprint,Lith G12 Relic,Gold,100
Gauss Prime Systems Blueprint,Lith G9 Relic,Gold,100
Gauss Prime Systems Blueprint,Meso G7 Relic,Gold,100
Glaive Prime Blade,Axi E1 Relic,Silver,45
Glaive Prime Blade,Axi L1 Relic,Silver,45
Glaive Prime Blade,Meso B10 Relic,Silver,45
Glaive Prime Blueprint,Lith G1 Relic,Gold,100
Glaive Prime Blueprint,Lith G2 Relic,Gold,100
Glaive Prime Blueprint,Neo G6 Relic,Gold,100
Glaive Prime Disc,Axi R4 Relic,Silver,45
Glaive Prime Disc,Meso F3 Relic,Silver,45
Glaive Prime Disc,Neo S5 Relic,Silver,45
Gram Prime Blade,Axi A9 Relic,Bronze,15
Gram Prime Blade,Lith N4 Relic,Bronze,15
Gram Prime Blade,Lith S8 Relic,Bronze,15
Gram Prime Blade,Lith W1 Relic,Bronze,15
Gram Prime Blade,Meso M3 Relic,Bronze,15
Gram Prime Blade,Meso R4 Relic,Bronze,15
Gram Prime Blade,Meso S8 Relic,Bronze,15
Gram Prime Blueprint,Axi A8 Relic,Silver,45
Gram Prime Blueprint,Axi O4 Relic,Silver,45
Gram Prime Blueprint,Axi T5 Relic,Silver,45
Gram Prime Blueprint,Lith P2 Relic,Silver,45
Gram Prime Blueprint,Meso N7 Relic,Silver,45
Gram Prime Blueprint,Neo Z8 Relic,Silver,45
Gram Prime Handle,Axi G2 Relic,Gold,100
Gram Prime Handle,Axi G3 Relic,Gold,100
Gram Prime Handle,Axi G4 Relic,Gold,100
Gram Prime Handle,Axi G5 Relic,Gold,100
Gram Prime Handle,Neo G1 Relic,Gold,100
Gram Prime Handle,Neo G2 Relic,Gold,100
Grendel Prime Blueprint,Lith G8 Relic,Gold,100
Grendel Prime Blueprint,Meso G6 Relic,Gold,100
Grendel Prime Blueprint,Neo G7 Relic,Gold,100
Grendel Prime Chassis Blueprint,Lith C12 Relic,Silver,45
Grendel Prime Chassis Blueprint,Neo S18 Relic,Silver,45
Grendel Prime Neuroptics Blueprint,Axi S17 Relic,Bronze,15
Grendel Prime Neuroptics Blueprint,Meso A5 Relic,Bronze,15
Grendel Prime Neuroptics Blueprint,Meso B8 Relic,Bronze,15
Grendel Prime Neuroptics Blueprint,Neo M5 Relic,Bronze,15
Grendel Prime Systems Blueprint,Axi G11 Relic,Gold,100
Guandao Prime Blade,Axi S10 Relic,Bronze,15
Guandao Prime Blade,Axi S9 Relic,Bronze,15
Guandao Prime Blade,Lith K7 Relic,Bronze,15
Guandao Prime Blade,Lith O3 Relic,Bronze,15
Guandao Prime Blade,Meso H2 Relic,Bronze,15
Guandao Prime Blade,Neo P2 Relic,Bronze,15
Guandao Prime Blade,Neo V10 Relic,Bronze,15
Guandao Prime Blade,Neo Z6 Relic,Bronze,15
Guandao Prime Blueprint,Lith K9 Relic,Silver,45
Guandao Prime Blueprint,Lith P5 Relic,Silver,45
Guandao Prime Blueprint,Meso B5 Relic,Silver,45
Guandao Prime Blueprint,Meso I2 Relic,Silver,45
Guandao Prime Blueprint,Meso P7 Relic,Silver,45
Guandao Prime Blueprint,Meso Z5 Relic,Silver,45
Guandao Prime Blueprint,Neo T4 Relic,Silver,45
Guandao Prime Handle,Lith G3 Relic,Gold,100
Guandao Prime Handle,Lith G4 Relic,Gold,100
Guandao Prime Handle,Lith G7 Relic,Gold,100
Guandao Prime Handle,Meso G2 Relic,Gold,100
Guandao Prime Handle,Meso G4 Relic,Gold,100
Gunsen Prime Blade,Lith G10 Relic,Gold,100
Gunsen Prime Blade,Meso G5 Relic,Gold,100
Gunsen Prime Blueprint,Lith C11 Relic,Bronze,15
Gunsen Prime Blueprint,Meso F5 Relic,Bronze,15
Gunsen Prime Blueprint,Neo C4 Relic,Bronze,15
Gunsen Prime Blueprint,Neo P6 Relic,Bronze,15
Gunsen Prime Blueprint,Neo Z10 Relic,Bronze,15
Gunsen Prime Handle,Meso W4 Relic,Silver,45
Gunsen Prime Handle,Neo B9 Relic,Silver,45
Gunsen Prime Handle,Neo K7 Relic,Silver,45
Gunsen Prime Handle,Neo T7 Relic,Silver,45
Harrow Prime Blueprint,Axi K6 Relic,Silver,45
Harrow Prime Blueprint,Lith B11 Relic,Silver,45
Harrow Prime Blueprint,Lith P6 Relic,Silver,45
Harrow Prime Blueprint,Lith S15 Relic,Silver,45
Harrow Prime Blueprint,Neo G5 Relic,Silver,45
Harrow Prime Blueprint,Neo L3 Relic,Silver,45
Harrow Prime Blueprint,Neo N21 Relic,Silver,45
Harrow Prime Chassis Blueprint,Axi N10 Relic,Bronze,15
Harrow Prime Chassis Blueprint,Axi S15 Relic,Bronze,15
Harrow Prime Chassis Blueprint,Meso G3 Relic,Bronze,15
Harrow Prime Chassis Blueprint,Meso N13 Relic,Bronze,15
Harrow Prime Chassis Blueprint,Meso O5 Relic,Bronze,15
Harrow Prime Chassis Blueprint,Meso P11 Relic,Bronze,15
Harrow Prime Chassis Blueprint,Neo T7 Relic,Bronze,15
Harrow Prime Neuroptics Blueprint,Axi A16 Relic,Silver,45
Harrow Prime Neuroptics Blueprint,Axi S12 Relic,Silver,45
Harrow Prime Neuroptics Blueprint,Axi T11 Relic,Silver,45
Harrow Prime Neuroptics Blueprint,Axi T8 Relic,Silver,45
Harrow Prime Neuroptics Blueprint,Lith B10 Relic,Silver,45
Harrow Prime Neuroptics Blueprint,Lith R3 Relic,Silver,45
Harrow Prime Neuroptics Blueprint,Meso C8 Relic,Silver,45
Harrow Prime Neuroptics Blueprint,Meso P10 Relic,Silver,45
Harrow Prime Systems Blueprint,Axi H7 Relic,Gold,100
Harrow Prime Systems Blueprint,Lith H10 Relic,Gold,100
Harrow Prime Systems Blueprint,Lith H3 Relic,Gold,100
Harrow Prime Systems Blueprint,Lith H4 Relic,Gold,100
Harrow Prime Systems Blueprint,Lith H5 Relic,Gold,100
Harrow Prime Systems Blueprint,Lith H7 Relic,Gold,100
Harrow Prime Systems Blueprint,Meso H2 Relic,Gold,100
Harrow Prime Systems Blueprint,Meso H4 Relic,Gold,100
Helios Prime Blueprint,Lith C3 Relic,Silver,45
Helios Prime Blueprint,Lith N2 Relic,Silver,45
Helios Prime Blueprint,Lith V4 Relic,Silver,45
Helios Prime Blueprint,Meso C3 Relic,Silver,45
Helios Prime Blueprint,Meso E5 Relic,Silver,45
Helios Prime Blueprint,Meso Z1 Relic,Silver,45
Helios Prime Blueprint,Neo K1 Relic,Silver,45
Helios Prime Blueprint,Neo M1 Relic,Silver,45
Helios Prime Carapace,Axi A3 Relic,Bronze,15
Helios Prime Carapace,Axi C3 Relic,Bronze,15
Helios Prime Carapace,Axi H3 Relic,Bronze,15
Helios Prime Carapace,Lith K5 Relic,Bronze,15
Helios Prime Carapace,Lith P1 Relic,Bronze,15
Helios Prime Carapace,Meso E5 Relic,Bronze,15
Helios Prime Carapace,Meso S6 Relic,Bronze,15
Helios Prime Carapace,Neo N5 Relic,Bronze,15
Helios Prime Carapace,Neo S7 Relic,Bronze,15
Helios Prime Carapace,Neo V5 Relic,Bronze,15
Helios Prime Cerebrum,Axi H1 Relic,Gold,100
Helios Prime Cerebrum,Axi H2 Relic,Gold,100
Helios Prime Cerebrum,Axi H5 Relic,Gold,100
Helios Prime Cerebrum,Lith H1 Relic,Gold,100
Helios Prime Cerebrum,Lith H2 Relic,Gold,100
Helios Prime Cerebrum,Meso H1 Relic,Gold,100
Helios Prime Systems,Axi A12 Relic,Silver,45
Helios Prime Systems,Axi N5 Relic,Silver,45
Helios Prime Systems,Axi O2 Relic,Silver,45
Helios Prime Systems,Lith V3 Relic,Silver,45
Helios Prime Systems,Lith Z2 Relic,Silver,45
Helios Prime Systems,Meso D2 Relic,Silver,45
Hikou Prime Blueprint,Axi S8 Relic,Bronze,15
Hikou Prime Blueprint,Lith S1 Relic,Bronze,15
Hikou Prime Blueprint,Meso N2 Relic,Bronze,15
Hikou Prime Blueprint,Neo R1 Relic,Bronze,15
Hikou Prime Pouch,Axi K1 Relic,Bronze,15
Hikou Prime Pouch,Axi V2 Relic,Bronze,15
Hikou Prime Pouch,Lith C7 Relic,Bronze,15
Hikou Prime Pouch,Meso N6 Relic,Bronze,15
Hikou Prime Stars,Axi S3 Relic,Bronze,15
Hikou Prime Stars,Axi V10 Relic,Bronze,15
Hikou Prime Stars,Lith F2 Relic,Bronze,15
Hikou Prime Stars,Neo N1 Relic,Bronze,15
Hildryn Prime Blueprint,Axi H6 Relic,Gold,100
Hildryn Prime Blueprint,Meso H5 Relic,Gold,100
Hildryn Prime Blueprint,Meso H7 Relic,Gold,100
Hildryn Prime Chassis Blueprint,Axi A18 Relic,Silver,45
Hildryn Prime Chassis Blueprint,Axi L6 Relic,Silver,45
Hildryn Prime Chassis Blueprint,Meso P11 Relic,Silver,45
Hildryn Prime Chassis Blueprint,Neo G7 Relic,Silver,45
Hildryn Prime Neuroptics Blueprint,Lith G10 Relic,Silver,45
Hildryn Prime Neuroptics Blueprint,Meso P14 Relic,Silver,45
Hildryn Prime Neuroptics Blueprint,Neo C4 Relic,Silver,45
